City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
244,La Ceiba,HN,2022-08-05 03:11:17,15.7597,-86.7822,76.82,83,75,0.0
245,Ajdabiya,LY,2022-08-05 03:11:18,30.7554,20.2263,76.87,48,0,9.55
246,Tulua,CO,2022-08-05 03:11:18,4.0847,-76.1954,67.17,93,100,0.25
247,Lavrentiya,RU,2022-08-05 03:11:19,65.5833,-171.0,45.84,98,100,3.36
248,Ribeira Grande,PT,2022-08-05 03:11:19,38.5167,-28.7,75.16,87,11,4.52
249,Yeppoon,AU,2022-08-05 03:06:33,-23.1333,150.7333,74.98,70,0,10.31
250,Egvekinot,RU,2022-08-05 03:11:20,66.3167,-179.1667,42.53,87,100,6.13
251,Strelka,RU,2022-08-05 03:11:20,58.0728,93.0344,47.05,94,100,9.51
252,Broken Hill,AU,2022-08-05 03:11:20,-31.95,141.4333,61.29,32,1,25.75
253,Havelock,US,2022-08-05 03:11:21,34.8791,-76.9013,82.96,88,65,8.79
254,Timiryazevskiy,RU,2022-08-05 03:11:21,56.49,84.8769,64.17,79,15,3.58
255,Nagato,JP,2022-08-05 03:11:22,34.3833,131.2,86.0,71,3,14.85
256,Goroka,PG,2022-08-05 03:11:22,-6.0834,145.3873,74.16,65,69,5.01
257,Robinson,US,2022-08-05 03:07:33,31.4677,-97.1147,93.2,39,0,9.22
258,Xinzhou,CN,2022-08-05 03:11:23,38.4092,112.7333,90.23,45,0,1.88
259,Poli,TZ,2022-08-05 03:11:23,-3.3333,36.8,52.25,95,74,3.56
260,Namibe,AO,2022-08-05 03:11:24,-15.1961,12.1522,60.78,77,0,7.02
261,Pasinler,TR,2022-08-05 03:11:24,39.9803,41.6764,56.39,67,0,2.8
262,Saint Anthony,US,2022-08-05 03:11:24,45.0205,-93.218,76.93,63,0,8.05
263,Padang,ID,2022-08-05 03:11:25,-0.9492,100.3543,82.45,72,100,0.94
264,Longhua,CN,2022-08-05 03:11:25,23.6137,114.1919,84.29,79,51,4.85
265,Richards Bay,ZA,2022-08-05 03:11:25,-28.783,32.0377,62.73,88,32,7.72
266,Vostok,RU,2022-08-05 03:11:26,46.4856,135.8833,80.96,56,100,4.03
267,Ampanihy,MG,2022-08-05 03:11:26,-24.7,44.75,65.46,79,66,5.26
268,Trelew,AR,2022-08-05 03:10:47,-43.249,-65.3051,41.22,58,3,19.08
269,Ancud,CL,2022-08-05 03:11:27,-41.8697,-73.8203,39.22,87,54,4.0
270,Osa,RU,2022-08-05 03:11:27,57.2829,55.4567,65.93,64,56,0.6
271,Kieta,PG,2022-08-05 03:11:28,-6.2167,155.6333,84.38,69,89,6.26
272,San Rafael,AR,2022-08-05 03:11:28,-34.6177,-68.3301,51.6,52,96,5.19
273,Westport,US,2022-08-05 03:11:28,41.1415,-73.3579,81.01,87,0,3.44
274,San Juan Ixcoy,GT,2022-08-05 03:11:29,15.5997,-91.4453,61.65,95,100,2.89
275,Kuching,MY,2022-08-05 03:11:29,1.55,110.3333,77.22,94,40,5.99
276,Sechura,PE,2022-08-05 03:11:29,-5.5569,-80.8222,62.98,82,18,12.28
277,Mutoko,ZW,2022-08-05 03:11:30,-17.397,32.2268,50.58,73,0,4.29
278,Juegang,CN,2022-08-05 03:12:30,32.3174,121.1855,94.91,60,1,6.93
279,Norman Wells,CA,2022-08-05 03:12:30,65.282,-126.8329,72.3,43,25,3.98
280,Ko Samui,TH,2022-08-05 03:12:31,9.5357,99.9357,83.17,72,100,14.94
281,Taltal,CL,2022-08-05 03:10:20,-25.4,-70.4833,58.23,68,18,3.69
282,Martapura,ID,2022-08-05 03:12:31,-3.4167,114.85,86.09,62,40,3.44
283,Wajima,JP,2022-08-05 03:12:32,37.4,136.9,81.46,79,32,8.39
284,Izhma,RU,2022-08-05 03:12:32,65.0083,53.9113,65.26,58,87,7.27
285,Sunbury,AU,2022-08-05 03:12:32,-37.5833,144.7333,56.91,71,75,12.66
286,Vila Velha,BR,2022-08-05 03:12:33,-20.3297,-40.2925,71.55,81,0,8.05
287,Roald,NO,2022-08-05 03:12:33,62.5833,6.1333,53.76,82,75,10.36
288,Shalinskoye,RU,2022-08-05 03:12:33,55.7228,93.7594,52.02,79,100,16.78
289,Banda Aceh,ID,2022-08-05 03:12:34,5.5577,95.3222,84.29,63,100,10.13
290,Karratha,AU,2022-08-05 03:09:11,-20.7377,116.8463,73.13,29,0,13.49
291,Wiang Sa,TH,2022-08-05 03:12:34,8.6359,99.3666,82.89,75,100,4.54
292,Itacoatiara,BR,2022-08-05 03:12:34,-3.1431,-58.4442,78.69,70,95,2.33
293,Boddam,GB,2022-08-05 03:12:35,57.4667,-1.7833,46.78,81,12,10.45
294,Praia,CV,2022-08-05 03:12:35,14.9215,-23.5087,77.54,78,20,10.36
